OBJECTID *,Nombre *,Tipo *,Dirección,Ciudad *,Shape *,latitud,longitud
3297,Nuevo Milenio,Hotel,"Carrera 48 58 con Ecuador, Prado, La Candelaria, M",Medellín,Point Z,6.2587176,-75.5604977
3298,Gran Hotel,Hotel,"Calle 54 45, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2506547,-75.563036
3299,Hotel Berlin,Hotel,"Calle 55 50 1-99, Villa Nueva, La Candelaria, Mede",Medellín,Point Z,6.2510371,-75.5614085
3300,Hotel Las Rampas,Hotel,"Carrera 50 56, Villa Nueva, La Candelaria, Medellí",Medellín,Point Z,6.2544577,-75.56523039999999
3301,Hotel Miraflores,Hotel,"Calle 56 50 2-186, Villa Nueva, La Candelaria, Med",Medellín,Point Z,6.254334399999999,-75.565411
3302,Hotel Versalles,Hotel,"Calle 54 50, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.253320899999999,-75.5674164
3303,Hotel Eupacla,Hotel,"Carrera 50 53, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2530202,-75.5664251
3304,Hotel Fiore,Hotel,"Calle 55 46 2-98, Villa Nueva, La Candelaria, Mede",Medellín,Point Z,6.252028699999999,-75.5631983
3305,Hotel La Mirada,Hotel,"Calle 54 50, Villa Nueva, La Candelaria, Medellín,",Medellín,Point Z,6.253320899999999,-75.5674164
3306,Hotel Capitolio,Hotel,"Calle 57A 48, Villa Nueva, La Candelaria, Medellín",Medellín,Point Z,6.2548259,-75.56323359999999
3307,Hotel Swid del Parque,Hotel,"Carrera 49 53 con Calle 54 49, La Candelaria, Mede",Medellín,Point Z,6.252207,-75.565181
3308,Hotel Brisas de San Francisco,Hotel,"Calle 56 41 2-248, Boston, La Candelaria, Medellín",Medellín,Point Z,6.2507775,-75.5593055
3309,Hotel Premiun Plaza,Hotel,"Carrera 47 53, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.251335999999999,-75.5647317
3310,Hotel La Bella Villa,Hotel,"Calle 53 50, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2493823,-75.56241299999999
3311,Cristal,Hotel,"Carrera 49 57, Villa Nueva, La Candelaria, Medellí",Medellín,Point Z,6.253526,-75.564666
3312,Lugano,Hotel,"Calle 56 45, Villa Nueva, La Candelaria, Medellín,",Medellín,Point Z,6.2522452,-75.56175689999999
3313,Hostal Odeon,Hostel,"Calle 54 49, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2522973,-75.56517699999999
3314,Maracaibo Real,Hotel,"Calle 53 49, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2519997,-75.5659542
3315,Junimar,Hotel,"Calle 53 49, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2519997,-75.5659542
3316,Normandía,Hotel,"Calle 53 49, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2519997,-75.5659542
3317,Brisas del Parque,Hotel,"Calle 55 50 1-99, Villa Nueva, La Candelaria, Mede",Medellín,Point Z,6.2510371,-75.5614085
3318,Calipso Verdemar,Hotel,"Carrera 50 56 con Calle 56 50, Villa Nueva, La Can",Medellín,Point Z,14.5305465,-90.59584989999999
3319,Hotel Harby,Hotel,"Calle 54 50, Villa Nueva, La Candelaria, Medellín,",Medellín,Point Z,6.253320899999999,-75.5674164
3320,Hotel y Residencias Kabiut,Hotel,"Calle 54 50, Villa Nueva, La Candelaria, Medellín,",Medellín,Point Z,6.253320899999999,-75.5674164
3321,Comfenalco,Hotel,"Calle 54 50, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.253320899999999,-75.5674164
3322,Hotel La Paz,Hotel,"La Paz 1-99, Villa Nueva, La Candelaria, Medellín,",Medellín,Point Z,6.2528213,-75.5633316
3323,Hotel Lafayette,Hotel,"Calle 56 50 2-186, Villa Nueva, La Candelaria, Med",Medellín,Point Z,6.254334399999999,-75.565411
3324,Cirus,Hotel,"Calle 56 50 2-186, Villa Nueva, La Candelaria, Med",Medellín,Point Z,6.254334399999999,-75.565411
3325,Hotel Majestic,Hotel,"Carrera 50 55, Villa Nueva, La Candelaria, Medellí",Medellín,Point Z,6.253934500000001,-75.5655788
3326,Hospedaje La 55,Hotel,"Calle 55 50 2-98, Villa Nueva, La Candelaria, Mede",Medellín,Point Z,6.2510371,-75.5614085
3327,Hotel Boutique de Bolivia,Hotel,"Calle 56 41 2-248, Boston, La Candelaria, Medellín",Medellín,Point Z,6.2507775,-75.5593055
3328,Botero Plaza,Hotel,"Carrera 50A con Calle 54 50, La Candelaria, Medell",Medellín,Point Z,6.253320899999999,-75.5674164
3329,Ambassador,Hotel,"Carrera 50 54, Villa Nueva, La Candelaria, Medellí",Medellín,Point Z,6.2535516,-75.56581410000001
3330,Capitolio,Hotel,"Calle 57A 48, Villa Nueva, La Candelaria, Medellín",Medellín,Point Z,6.2548259,-75.56323359999999
3331,Gran Hotel,Hotel,"Calle 54 45, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2506547,-75.563036
3332,61 Prado Guesthouse,Hotel,"Carrera 50C 61, Prado, La Candelaria, Medellín, An",Medellín,Point Z,6.259624,-75.56392420000002
3333,Moto Sleep,Hotel,"Carrera 51 60 55, Jesús Nazareno, La Candelaria, M",Medellín,Point Z,6.259176,-75.56543099999999
3334,Hotel Roma,Hotel,"Carrera 50C con Carrera 50C 60, Prado, La Candelar",Medellín,Point Z,6.2818878,-75.5597469
3335,Hotel Z,Hotel,"Avenida Juan del Corral 1-99, Jesús Nazareno, La C",Medellín,Point Z,6.255405499999999,-75.567162
3336,Hotel Oviedo,Hotel,"Avenida Juan del Corral, Jesús Nazareno, La Candel",Medellín,Point Z,No dirección,No dirección
3337,Rimar,Hotel,"Calle 60 51D 2-98, Jesús Nazareno, La Candelaria, ",Medellín,Point Z,6.2588696,-75.56645429999999
3338,Hotel Silencio Caribe Medellín,Hotel,"Carrera 64B 75A 1-99, Caribe, Castilla, Medellín, ",Medellín,Point Z,6.274134099999999,-75.57183510000002
3339,Jardin del Amor,Hotel,"Carrera 51 73, San Pedro, Aranjuez, Medellín, Anti",Medellín,Point Z,6.268501199999999,-75.56180069999999
3340,Hotel El Punto,Hotel,"Carrera 64C 72, Caribe, Castilla, Medellín, Antioq",Medellín,Point Z,6.272184300000001,-75.57339309999999
3341,Hotel La Gruta de Hierro,Hotel,"Calle 71 51, Sevilla, Aranjuez, Medellín, Antioqui",Medellín,Point Z,6.2675994,-75.56331399999999
3342,Hotel Caribe Plaza,Hotel,"Carrera 64C 74, Caribe, Castilla, Medellín, Antioq",Medellín,Point Z,6.2727876,-75.5730828
3343,Hotel El Cortijo,Hotel,"Calle 74 64B 2-148, Caribe, Castilla, Medellín, An",Medellín,Point Z,6.2725765,-75.5731618
3344,El Carretero,Hotel,"Calle 75A 64C 2-78, Caribe, Castilla, Medellín, An",Medellín,Point Z,6.2739809,-75.5731313
3345,Hotel El Castillo,Hotel,"Carrera 50A con Calle 85, Brasilia, Aranjuez, Mede",Medellín,Point Z,6.277988199999999,-75.558752
3348,Hotel El Playon,Hotel,"Carrera 52 120 100-148, La Frontera, Santa Cruz, M",Medellín,Point Z,6.3063613,-75.5555439
